prefix	name	query	count
pcl	Provisional Cell Ontology	"""Provisional Cell Ontology""[tw] OR ""Provisional Cell Ontology (PCL)""[tw]"	0
co_331	Sweet Potato ontology	"""Sweet Potato ontology""[tw] OR ""Sweet Potato ontology (CO_331)""[tw]"	0
pdbsum	PDBsum; at-a-glance overview of macromolecular structures	"""PDBsum; at-a-glance overview of macromolecular structures""[tw]"	0
co_333	Beet Ontology ontology	"""Beet Ontology ontology""[tw] OR ""Beet Ontology ontology (CO_333)""[tw]"	0
co_334	Cassava ontology	"""Cassava ontology""[tw] OR ""Cassava ontology (CO_334)""[tw]"	0
co_335	Common Bean ontology	"""Common Bean ontology""[tw] OR ""Common Bean ontology (CO_335)""[tw]"	0
pd_st	Platynereis stage ontology	"""Platynereis stage ontology""[tw] OR ""Platynereis stage ontology (PD_ST)""[tw]"	0
pco	Population and Community Ontology	"""Population and Community Ontology""[tw] OR ""Population and Community Ontology (PCO)""[tw]"	0
scop	Structural Classification of Proteins - Unique Identifier	"""Structural Classification of Proteins - Unique Identifier""[tw]"	0
scopus.work	Scopus Work	"""Scopus Work""[tw]"	0
scop.sid	Structural Classification of Protein - Stable Domain Identifier	"""Structural Classification of Protein - Stable Domain Identifier""[tw]"	0
vann	A vocabulary for annotating vocabulary descriptions	"""A vocabulary for annotating vocabulary descriptions""[tw] OR ""A vocabulary for annotating vocabulary descriptions (vann)""[tw]"	0
aop.stressor	AOPWiki (Stressor)	"""AOPWiki (Stressor)""[tw]"	0
vac	Vaccine Adjuvant Compendium	"""Vaccine Adjuvant Compendium""[tw]"	0
apaonto	Psychology Ontology	"""Psychology Ontology""[tw]"	0
aphidbase.transcript	AphidBase Transcript	"""AphidBase Transcript""[tw]"	0
usda.cvb.pcn	United States Department of Agriculture Veterinary Biological Product Code Number	"""United States Department of Agriculture Veterinary Biological Product Code Number""[tw]"	0
urdbms.syndromefinder	UR-DBMS Syndrome Finder	"""UR-DBMS Syndrome Finder""[tw]"	0
apid.interactions	APID Interactomes	"""APID Interactomes""[tw]"	0
apo	Ascomycete phenotype ontology	"""Ascomycete phenotype ontology""[tw] OR ""Ascomycete phenotype ontology (APO)""[tw]"	0
uo	Units of measurement ontology	"""Units of measurement ontology""[tw] OR ""Units of measurement ontology (UO)""[tw]"	0
apollosv	Apollo Structured Vocabulary	"""Apollo Structured Vocabulary""[tw] OR ""Apollo Structured Vocabulary (APOLLO_SV)""[tw]"	0
unite	Molecular database for the identification of fungi	"""Molecular database for the identification of fungi""[tw]"	0
unists	Database of Sequence Tagged Sites	"""Database of Sequence Tagged Sites""[tw]"	0
ark	Archival Resource Key	"""Archival Resource Key""[tw]"	0
asap	A Systematic Annotation Package for Community Analysis of Genomes	"""A Systematic Annotation Package for Community Analysis of Genomes""[tw]"	0
uniprot.var	UniProt Variants	"""UniProt Variants""[tw]"	0
ascl	Astrophysics Source Code Library	"""Astrophysics Source Code Library""[tw]"	0
uniprot.resource	UniProt Resource	"""UniProt Resource""[tw]"	0
vandf	Veterans Administration National Drug File	"""Veterans Administration National Drug File""[tw]"	0
aop.relationships	AOPWiki (Key Event Relationship)	"""AOPWiki (Key Event Relationship)""[tw]"	0
violinnet	ViolinNet	"""ViolinNet""[tw]"	0
vbase2	Integrative database of germ-line V genes from the immunoglobulin loci of human and mouse	"""Integrative database of germ-line V genes from the immunoglobulin loci of human and mouse""[tw]"	0
vibso	Vibrational Spectroscopy Ontology	"""Vibrational Spectroscopy Ontology""[tw]"	0
viaf	VIAF ID	"""VIAF ID""[tw]"	0
vhog	Vertebrate Homologous Organ Group Ontology	"""Vertebrate Homologous Organ Group Ontology""[tw] OR ""Vertebrate Homologous Organ Group Ontology (VHOG)""[tw]"	0
alzgene	Alzheimer Gene Database	"""Alzheimer Gene Database""[tw]"	0
vfdb.genus	VFDB Genus	"""VFDB Genus""[tw]"	0
vfdb.gene	VFDB Gene	"""VFDB Gene""[tw]"	0
amphibiaweb.species	AmphibiaWeb Species ID	"""AmphibiaWeb Species ID""[tw]"	0
amphx	The Amphioxus Development and Anatomy Ontology	"""The Amphioxus Development and Anatomy Ontology""[tw] OR ""The Amphioxus Development and Anatomy Ontology (AMPHX)""[tw]"	0
vegbank	VegBank	"""VegBank""[tw]"	0
ans.educationlevel	U.S. Education Level Vocabulary	"""U.S. Education Level Vocabulary""[tw]"	0
vectorbase	Bioinformatics Resource Center for Invertebrate Vectors of Human Pathogens	"""Bioinformatics Resource Center for Invertebrate Vectors of Human Pathogens""[tw]"	0
vdrc	Vienna Drosophila Resource Center	"""Vienna Drosophila Resource Center""[tw]"	0
vcell	VCell Published Models	"""VCell Published Models""[tw]"	0
vcard	Virtual Contact File	"""Virtual Contact File""[tw]"	0
aop.events	AOPWiki (Key Event)	"""AOPWiki (Key Event)""[tw]"	0
vbo.issue	Vertebrate Breed Ontology Issue Tracker	"""Vertebrate Breed Ontology Issue Tracker""[tw]"	0
vbo	Vertebrate Breed Ontology	"""Vertebrate Breed Ontology""[tw] OR ""Vertebrate Breed Ontology (VBO)""[tw]"	0
uniprot.ptm	UniProt Post-Translational Modification	"""UniProt Post-Translational Modification""[tw]"	0
uniprot.proteome	UniProt Proteomes	"""UniProt Proteomes""[tw]"	0
asin	Amazon Standard Identification Number	"""Amazon Standard Identification Number""[tw]"	0
uniprot.location	UniProt Subcellular Locations	"""UniProt Subcellular Locations""[tw]"	0
umbbd.pathway	EAWAG Biocatalysis/Biodegradation Database	"""EAWAG Biocatalysis/Biodegradation Database""[tw]"	0
umbbd.enzyme	EAWAG Biocatalysis/Biodegradation Database	"""EAWAG Biocatalysis/Biodegradation Database""[tw]"	0
umbbd.compound	UM-BBD compound	"""UM-BBD compound""[tw]"	0
ukprn	UK Provider Reference Number	"""UK Provider Reference Number""[tw]"	0
ato	Amphibian taxonomy	"""Amphibian taxonomy""[tw] OR ""Amphibian taxonomy (ATO)""[tw]"	0
atol	Animal Trait Ontology for Livestock	"""Animal Trait Ontology for Livestock""[tw]"	0
ucas	UK Universities and Colleges Admissions Service	"""UK Universities and Colleges Admissions Service""[tw]"	0
ubprop	Uberon Property	"""Uberon Property""[tw]"	0
ubio.namebank	uBio NameBank	"""uBio NameBank""[tw]"	0
uberon.issue	UBERON Issue Tracker	"""UBERON Issue Tracker""[tw]"	0
authenticus	Authenticus ID	"""Authenticus ID""[tw]"	0
txpo	Toxic Process Ontology	"""Toxic Process Ontology""[tw] OR ""Toxic Process Ontology (TXPO)""[tw]"	0
tto	Teleost taxonomy ontology	"""Teleost taxonomy ontology""[tw] OR ""Teleost taxonomy ontology (TTO)""[tw]"	0
ttd.target	TTD Target	"""TTD Target""[tw]"	0
ttd.drug	TTD Drug	"""TTD Drug""[tw]"	0
tsc	Tetrahymena Stock Center	"""Tetrahymena Stock Center""[tw]"	0
authorea.author	Authorea author ID	"""Authorea author ID""[tw]"	0
umbbd.reaction	EAWAG Biocatalysis/Biodegradation Database	"""EAWAG Biocatalysis/Biodegradation Database""[tw]"	0
umbbd.rule	EAWAG Biocatalysis/Biodegradation Database	"""EAWAG Biocatalysis/Biodegradation Database""[tw]"	0
uminctr	University hospital Medical Information Network Clinical Trial Registry	"""University hospital Medical Information Network Clinical Trial Registry""[tw]"	0
unipathway.reaction	UniPathway Reaction	"""UniPathway Reaction""[tw]"	0
aspgd.protein	AspGD Protein	"""AspGD Protein""[tw]"	0
uniprot.journal	UniProt journal	"""UniProt journal""[tw]"	0
uniprot.isoform	UniProt Isoform	"""UniProt Isoform""[tw]"	0
uniprot.disease	UniProt Diseases	"""UniProt Diseases""[tw]"	0
uniprot.core	Uniprot Core Ontology	"""Uniprot Core Ontology""[tw]"	0
uniprot.chain	UniProt Chain	"""UniProt Chain""[tw]"	0
uniprot.arba	Association-Rule-Based Annotator	"""Association-Rule-Based Annotator""[tw]"	0
unipathway.compound	UniPathway Compound	"""UniPathway Compound""[tw]"	0
umls	Unified Medical Language System Concept Unique Identifier	"""Unified Medical Language System Concept Unique Identifier""[tw]"	0
unimod	Unimod protein modification database for mass spectrometry	"""Unimod protein modification database for mass spectrometry""[tw]"	0
unii	Unique Ingredient Identifier	"""Unique Ingredient Identifier""[tw]"	0
atcvet	Anatomical Therapeutic Chemical Vetinary	"""Anatomical Therapeutic Chemical Vetinary""[tw]"	0
unichem	UniChem compound	"""UniChem compound""[tw]"	0
atfdb.family	Animal TFDB Family	"""Animal TFDB Family""[tw]"	0
unesco.thesaurus	UNESCO Thesaurus	"""UNESCO Thesaurus""[tw]"	0
umls.aui	Unified Medical Language System Atomic Unique Identifier	"""Unified Medical Language System Atomic Unique Identifier""[tw]"	0
vido	The Virus Infectious Disease Ontology	"""The Virus Infectious Disease Ontology""[tw]"	0
alzforum.mutation	Alzforum Mutations	"""Alzforum Mutations""[tw]"	0
bacmap.biog	BacMap Biography	"""BacMap Biography""[tw]"	0
abs	Annotated Regulatory Binding Sites	"""Annotated Regulatory Binding Sites""[tw]"	0
ac	Activity Streams	"""Activity Streams""[tw] OR ""Activity Streams (ac)""[tw]"	0
xmetdb	Xenobiotics Metabolism Database	"""Xenobiotics Metabolism Database""[tw]"	0
xlmod	HUPO-PSI cross-linking and derivatization reagents controlled vocabulary	"""HUPO-PSI cross-linking and derivatization reagents controlled vocabulary""[tw] OR ""HUPO-PSI cross-linking and derivatization reagents controlled vocabulary (XLMOD)""[tw]"	0
xl	Cross-linker reagents ontology	"""Cross-linker reagents ontology""[tw]"	0
aceview.worm	Aceview Worm	"""Aceview Worm""[tw]"	0
xhv	XHTML Vocabulary	"""XHTML Vocabulary""[tw]"	0
adcad	Arctic Data Center Academic Disciplines Ontology	"""Arctic Data Center Academic Disciplines Ontology""[tw]"	0
xco	Experimental condition ontology	"""Experimental condition ontology""[tw] OR ""Experimental condition ontology (XCO)""[tw]"	0
addexbio	AddexBio cell line products	"""AddexBio cell line products""[tw]"	0
wwf.ecoregion	World Wildlife Fund Ecoregion	"""World Wildlife Fund Ecoregion""[tw]"	0
adms	Asset Description Metadata Schema Vocabulary	"""Asset Description Metadata Schema Vocabulary""[tw]"	0
wos	Web of Science ID (work)	"""Web of Science ID (work)""[tw]"	0
worms	WoRMS-ID for taxa	"""WoRMS-ID for taxa""[tw]"	0
adw	Animal natural history and life history	"""Animal natural history and life history""[tw] OR ""Animal natural history and life history (ADW)""[tw]"	0
aeo	Anatomical Entity Ontology	"""Anatomical Entity Ontology""[tw] OR ""Anatomical Entity Ontology (AEO)""[tw]"	0
worldavatar.kin	Ontology for Chemical Kinetic Reaction Mechanisms	"""Ontology for Chemical Kinetic Reaction Mechanisms""[tw]"	0
worldavatar.compchem	Computational Chemistry Ontology	"""Computational Chemistry Ontology""[tw]"	0
xpo	Xenopus Phenotype Ontology	"""Xenopus Phenotype Ontology""[tw] OR ""Xenopus Phenotype Ontology (XPO)""[tw]"	0
abm	Applied Biological Materials cell line products	"""Applied Biological Materials cell line products""[tw]"	0
alfred	The ALlele FREquency Database	"""The ALlele FREquency Database""[tw]"	0
ydpm	Yeast Deletion and the Mitochondrial Proteomics Project	"""Yeast Deletion and the Mitochondrial Proteomics Project""[tw]"	0
zinc	ZINC is not Commercial	"""ZINC is not Commercial""[tw]"	0
zfs	Zebrafish developmental stages ontology	"""Zebrafish developmental stages ontology""[tw] OR ""Zebrafish developmental stages ontology (ZFS)""[tw]"	0
zfin	Zebrafish Information Network Gene	"""Zebrafish Information Network Gene""[tw]"	0
zfa	Zebrafish anatomy and development ontology	"""Zebrafish anatomy and development ontology""[tw] OR ""Zebrafish anatomy and development ontology (ZFA)""[tw]"	0
_4dn.replicate	4D Nucleome Data Portal Experiment Replicate	"""4D Nucleome Data Portal Experiment Replicate""[tw]"	0
zeco	Zebrafish Experimental Conditions Ontology	"""Zebrafish Experimental Conditions Ontology""[tw] OR ""Zebrafish Experimental Conditions Ontology (ZECO)""[tw]"	0
zea	Maize gross anatomy	"""Maize gross anatomy""[tw] OR ""Maize gross anatomy (ZEA)""[tw]"	0
zbw.stw	Standard-Thesaurus Wirtschaft	"""Standard-Thesaurus Wirtschaft""[tw]"	0
zazuko	Zazuko Prefix Server	"""Zazuko Prefix Server""[tw]"	0
yrcpdr	YRC PDR	"""YRC PDR""[tw]"	0
ypo	Yeast Phenotype Ontology	"""Yeast Phenotype Ontology""[tw] OR ""Yeast Phenotype Ontology (YPO)""[tw]"	0
aao	Amphibian gross anatomy	"""Amphibian gross anatomy""[tw] OR ""Amphibian gross anatomy (AAO)""[tw]"	0
yid	Yeast Intron Database v3	"""Yeast Intron Database v3""[tw]"	0
ygob	Yeast Genome Order Browser	"""Yeast Genome Order Browser""[tw]"	0
abcd	AntiBodies Chemically Defined database	"""AntiBodies Chemically Defined database""[tw]"	0
yeastract	Yeast Searching for Transcriptional Regulators and Consensus Tracking	"""Yeast Searching for Transcriptional Regulators and Consensus Tracking""[tw]"	0
yeastintron	Yeast Intron Database v4.3	"""Yeast Intron Database v4.3""[tw]"	0
world2dpage	The World-2DPAGE database	"""The World-2DPAGE database""[tw]"	0
worfdb	C. elegans ORFeome cloning project	"""C. elegans ORFeome cloning project""[tw]"	0
aeon	Academic Event Ontology	"""Academic Event Ontology""[tw]"	0
aero	Adverse Event Reporting Ontology	"""Adverse Event Reporting Ontology""[tw] OR ""Adverse Event Reporting Ontology (AERO)""[tw]"	0
vsao	Vertebrate Skeletal Anatomy Ontology	"""Vertebrate Skeletal Anatomy Ontology""[tw] OR ""Vertebrate Skeletal Anatomy Ontology (VSAO)""[tw]"	0
void	Vocabulary of Interlinked Datasets	"""Vocabulary of Interlinked Datasets""[tw] OR ""Vocabulary of Interlinked Datasets (void)""[tw]"	0
voc4cat	A vocabulary for the catalysis disciplines	"""A vocabulary for the catalysis disciplines""[tw]"	0
agrkb	Alliance of Genome Resources Knowledge Base	"""Alliance of Genome Resources Knowledge Base""[tw]"	0
vmhreaction	VMH reaction	"""VMH reaction""[tw]"	0
vmhmetabolite	VMH metabolite	"""VMH metabolite""[tw]"	0
agro	Agronomy Ontology	"""Agronomy Ontology""[tw] OR ""Agronomy Ontology (AGRO)""[tw]"	0
vmc	Variation Modelling Collaboration	"""Variation Modelling Collaboration""[tw]"	0
vivo	VIVO Ontology	"""VIVO Ontology""[tw]"	0
vitro	Vitro Application Ontology	"""Vitro Application Ontology""[tw]"	0
vita	Virus' miRNA target	"""Virus' miRNA target""[tw]"	0
virushostdb	Virus-HostDB	"""Virus-HostDB""[tw]"	0
virsirna	VIRsiRNA	"""VIRsiRNA""[tw]"	0
agrovoc	Agronomy Vocabulary	"""Agronomy Vocabulary""[tw]"	0
virmirdb	Vir-Mir db	"""Vir-Mir db""[tw]"	0
aio	The Artificial Intelligence Ontology	"""The Artificial Intelligence Ontology""[tw]"	0
aism	Ontology for the Anatomy of the Insect SkeletoMuscular system	"""Ontology for the Anatomy of the Insect SkeletoMuscular system""[tw] OR ""Ontology for the Anatomy of the Insect SkeletoMuscular system (AISM)""[tw]"	0
agilent.probe	Agilent Probe	"""Agilent Probe""[tw]"	0
vsmo	Ontology for vector surveillance and management	"""Ontology for vector surveillance and management""[tw]"	0
vso	Vital Sign Ontology	"""Vital Sign Ontology""[tw]"	0
aftol.category	Assembling the Fungal Tree of Life - Category	"""Assembling the Fungal Tree of Life - Category""[tw]"	0
wikipathways.vocab	WikiPathways Ontology	"""WikiPathways Ontology""[tw]"	0
affy.probeset	Affymetrix Probeset	"""Affymetrix Probeset""[tw]"	0
afo	Allotrope Merged Ontology Suite	"""Allotrope Merged Ontology Suite""[tw]"	0
wikidata.property	Wikidata Property	"""Wikidata Property""[tw]"	0
afpo	African Population Ontology	"""African Population Ontology""[tw] OR ""African Population Ontology (AfPO)""[tw]"	0
wicell	WiCell Research Institute Cell Collection	"""WiCell Research Institute Cell Collection""[tw]"	0
wgs84	WGS84 Geo Positioning	"""WGS84 Geo Positioning""[tw]"	0
wdrs	Protocol for Web Description Resources (POWDER): POWDER-S Vocabulary	"""Protocol for Web Description Resources (POWDER): POWDER-S Vocabulary""[tw]"	0
vt	Vertebrate trait ontology	"""Vertebrate trait ontology""[tw] OR ""Vertebrate trait ontology (VT)""[tw]"	0
wdr	Protocol for Web Description Resources (POWDER) Schema	"""Protocol for Web Description Resources (POWDER) Schema""[tw]"	0
aftol.taxonomy	Assembling the Fungal Tree of Life - Taxonomy	"""Assembling the Fungal Tree of Life - Taxonomy""[tw]"	0
wbls	C. elegans development ontology	"""C. elegans development ontology""[tw] OR ""C. elegans development ontology (WBls)""[tw]"	0
wbbt	C. elegans Gross Anatomy Ontology	"""C. elegans Gross Anatomy Ontology""[tw] OR ""C. elegans Gross Anatomy Ontology (WBbt)""[tw]"	0
wb.rnai	WormBase RNAi	"""WormBase RNAi""[tw]"	0
vuid	Veterans Health Administration (VHA) unique identifier	"""Veterans Health Administration (VHA) unique identifier""[tw]"	0
vto	Vertebrate Taxonomy Ontology	"""Vertebrate Taxonomy Ontology""[tw] OR ""Vertebrate Taxonomy Ontology (VTO)""[tw]"	0
babelon	Babelon	"""Babelon""[tw]"	0
tricdb	tricdb	"""tricdb""[tw]"	0
scopus	Scopus Researcher	"""Scopus Researcher""[tw]"	0
smc.bgc	Secondary Metabolism Collaboratory	"""Secondary Metabolism Collaboratory""[tw]"	0
slso	Space Life Sciences Ontology	"""Space Life Sciences Ontology""[tw] OR ""Space Life Sciences Ontology (SLSO)""[tw]"	0
slm	SwissLipid	"""SwissLipid""[tw] OR ""SwissLipid (SLM)""[tw]"	0
slkbase	SUM Breast Cancer Cell Line Knowledge Base	"""SUM Breast Cancer Cell Line Knowledge Base""[tw]"	0
bko	SBGN Bricks data and ontology	"""SBGN Bricks data and ontology""[tw]"	0
skosxl	Simple Knowledge Organization System eXtension for Labels	"""Simple Knowledge Organization System eXtension for Labels""[tw] OR ""Simple Knowledge Organization System eXtension for Labels (skosxl)""[tw]"	0
skos.thes	SKOS Thesaurus Extension	"""SKOS Thesaurus Extension""[tw]"	0
blastrule	BlastRule	"""BlastRule""[tw]"	0
skm	Stress Knowledge Map	"""Stress Knowledge Map""[tw]"	0
skip	Stemcell Knowledge and Information Portal	"""Stemcell Knowledge and Information Portal""[tw]"	0
bmbf.glossary	German Federal Ministry of Education and Research Glossary	"""German Federal Ministry of Education and Research Glossary""[tw]"	0
bmont	Biomarker Ontology	"""Biomarker Ontology""[tw] OR ""Biomarker Ontology (BMONT)""[tw]"	0
siren	Scientific Information Retrieval and Exchange Network	"""Scientific Information Retrieval and Exchange Network""[tw]"	0
sio	Semanticscience Integrated Ontology	"""Semanticscience Integrated Ontology""[tw]"	0
silva.taxon	SILVA Taxon	"""SILVA Taxon""[tw]"	0
signor.relation	SIGNOR Relation	"""SIGNOR Relation""[tw]"	0
bmrb.restraint	NMR Restraints Grid	"""NMR Restraints Grid""[tw]"	0
bold.taxonomy	BOLD Systems taxon	"""BOLD Systems taxon""[tw]"	0
bitterdb.rec	BitterDB Receptor	"""BitterDB Receptor""[tw]"	0
smc.source	Secondary Metabolism Collaboratory	"""Secondary Metabolism Collaboratory""[tw]"	0
sphn	Swiss Personalized Health Network Schema	"""Swiss Personalized Health Network Schema""[tw]"	0
smid	C. elegans Small Molecule Identifier Database	"""C. elegans Small Molecule Identifier Database""[tw]"	0
spdx	Software Package Data Exchange License	"""Software Package Data Exchange License""[tw]"	0
spd	Spider Ontology	"""Spider Ontology""[tw] OR ""Spider Ontology (SPD)""[tw]"	0
biomodels.vocabulary	SBML RDF Vocabulary	"""SBML RDF Vocabulary""[tw]"	0
sparcdrs	SPARC DRS	"""SPARC DRS""[tw]"	0
biopixie	biological Process Inference from eXperimental Interaction Evidence/Microarray Experiment Functional Integration Technology	"""biological Process Inference from eXperimental Interaction Evidence/Microarray Experiment Functional Integration Technology""[tw]"	0
bioregistry.collection	Bioregistry Collections	"""Bioregistry Collections""[tw]"	0
sosa	Sensor, Observation, Sample, and Actuator Ontology	"""Sensor, Observation, Sample, and Actuator Ontology""[tw]"	0
sopharm	Suggested Ontology for Pharmacogenomics	"""Suggested Ontology for Pharmacogenomics""[tw] OR ""Suggested Ontology for Pharmacogenomics (SOPHARM)""[tw]"	0
so	Sequence types and features ontology	"""Sequence types and features ontology""[tw] OR ""Sequence types and features ontology (SO)""[tw]"	0
bioregistry.registry	Bioregistry Metaregistry	"""Bioregistry Metaregistry""[tw]"	0
snp2tfbs	SNP to Transcription Factor Binding Sites	"""SNP to Transcription Factor Binding Sites""[tw]"	0
bioregistry.schema	Bioregistry Schema	"""Bioregistry Schema""[tw]"	0
snomedct	SNOMED CT (International Edition)	"""SNOMED CT (International Edition)""[tw]"	0
biozil	BIOZIL	"""BIOZIL""[tw]"	0
birnlex	Biomedical Informatics Research Network Lexicon	"""Biomedical Informatics Research Network Lexicon""[tw]"	0
biro	Bibliographic Reference Ontology	"""Bibliographic Reference Ontology""[tw] OR ""Bibliographic Reference Ontology (BiRO)""[tw]"	0
bitterdb.cpd	BitterDB Compound	"""BitterDB Compound""[tw]"	0
bpdb	Bio-Pesticides DataBase	"""Bio-Pesticides DataBase""[tw]"	0
sider.effect	SIDER Side Effect	"""SIDER Side Effect""[tw]"	0
sider.drug	SIDER Drug	"""SIDER Drug""[tw]"	0
sibo	Social Insect Behavior Ontology	"""Social Insect Behavior Ontology""[tw] OR ""Social Insect Behavior Ontology (SIBO)""[tw]"	0
bto	BRENDA Tissue Ontology	"""BRENDA Tissue Ontology""[tw] OR ""BRENDA Tissue Ontology (BTO)""[tw]"	0
seed.reaction	SEED Reactions	"""SEED Reactions""[tw]"	0
bugbase.expt	BugBase Expt	"""BugBase Expt""[tw]"	0
sedml.language	SED-ML model format	"""SED-ML model format""[tw]"	0
sedml.format	SED-ML data format	"""SED-ML data format""[tw]"	0
sdis	Selventa Diseases	"""Selventa Diseases""[tw]"	0
sdgio	Sustainable Development Goals Interface Ontology	"""Sustainable Development Goals Interface Ontology""[tw]"	0
sddo	Science Data Discovery Ontology	"""Science Data Discovery Ontology""[tw]"	0
sdbs	Spectral Database for Organic Compounds	"""Spectral Database for Organic Compounds""[tw]"	0
bugbase.protocol	BugBase Protocol	"""BugBase Protocol""[tw]"	0
bykdb	Bacterial Tyrosine Kinase Database	"""Bacterial Tyrosine Kinase Database""[tw]"	0
scr	SciCrunch Registry	"""SciCrunch Registry""[tw]"	0
scpd	Saccharomyces cerevisiae promoter database	"""Saccharomyces cerevisiae promoter database""[tw]"	0
scoro	Scholarly Contributions and Roles Ontology	"""Scholarly Contributions and Roles Ontology""[tw] OR ""Scholarly Contributions and Roles Ontology (SCoRO)""[tw]"	0
combine.specifications	COMBINE specifications	"""COMBINE specifications""[tw]"	0
scopus.publication	Scopus Publication	"""Scopus Publication""[tw]"	0
scopus.affiliation	Scopus affiliation ID	"""Scopus affiliation ID""[tw]"	0
bspo	Biological Spatial Ontology	"""Biological Spatial Ontology""[tw] OR ""Biological Spatial Ontology (BSPO)""[tw]"	0
seinet	Southwestern Environmental Information Network	"""Southwestern Environmental Information Network""[tw]"	0
semapv	Semantic Mapping Vocabulary	"""Semantic Mapping Vocabulary""[tw]"	0
bridgedb	BridgeDb Vocabulary	"""BridgeDb Vocabulary""[tw]"	0
brenda.ligand	BRENDA Ligand	"""BRENDA Ligand""[tw]"	0
shex	Shape Expression Vocabulary	"""Shape Expression Vocabulary""[tw] OR ""Shape Expression Vocabulary (shex)""[tw]"	0
sheepqtldb	Animal Genome Sheep QTL	"""Animal Genome Sheep QTL""[tw]"	0
sharkipedia.trend	Sharkipedia Trend	"""Sharkipedia Trend""[tw]"	0
sharkipedia.trait	Sharkipedia Trait	"""Sharkipedia Trait""[tw]"	0
sharkipedia.species	Sharkipedia Species	"""Sharkipedia Species""[tw]"	0
brenda.ligandgroup	BRENDA Ligand Group	"""BRENDA Ligand Group""[tw]"	0
broad	Broad Fungal Genome Initiative	"""Broad Fungal Genome Initiative""[tw]"	0
semion	Semion author ID	"""Semion author ID""[tw]"	0
sgd.pathways	Saccharomyces genome database pathways	"""Saccharomyces genome database pathways""[tw]"	0
bs	Biosapiens Protein Feature Ontology	"""Biosapiens Protein Feature Ontology""[tw]"	0
sfam	Selventa Families	"""Selventa Families""[tw]"	0
sepio	Scientific Evidence and Provenance Information Ontology	"""Scientific Evidence and Provenance Information Ontology""[tw] OR ""Scientific Evidence and Provenance Information Ontology (SEPIO)""[tw]"	0
sep	Sample processing and separation techniques	"""Sample processing and separation techniques""[tw] OR ""Sample processing and separation techniques (SEP)""[tw]"	0
seo	Scientific Event Ontology	"""Scientific Event Ontology""[tw]"	0
senso	Sensitive Data Ontology	"""Sensitive Data Ontology""[tw]"	0
spdx.term	Software Package Data Exchange RDF Vocabulary	"""Software Package Data Exchange RDF Vocabulary""[tw]"	0
biomodels.teddy	Terminology for Description of Dynamics	"""Terminology for Description of Dynamics""[tw]"	0
bacmap.map	BacMap Map	"""BacMap Map""[tw]"	0
bdgp.insertion	BDGP insertion DB	"""BDGP insertion DB""[tw]"	0
tgn	Getty Thesaurus of Geographic Names	"""Getty Thesaurus of Geographic Names""[tw]"	0
tgma	Mosquito gross anatomy ontology	"""Mosquito gross anatomy ontology""[tw] OR ""Mosquito gross anatomy ontology (TGMA)""[tw]"	0
begdb	Benchmark Energy & Geometry Database	"""Benchmark Energy & Geometry Database""[tw]"	0
tfclass	Classification of Transcription Factors in Mammalia	"""Classification of Transcription Factors in Mammalia""[tw]"	0
bgee.family	Bgee family	"""Bgee family""[tw]"	0
tdwg.taxonrank	TDWG Taxon Rank LSID Ontology	"""TDWG Taxon Rank LSID Ontology""[tw]"	0
bgee.gene	Bgee gene	"""Bgee gene""[tw]"	0
bgee.organ	Bgee organ	"""Bgee organ""[tw]"	0
tccd	The Cell Cycle DB	"""The Cell Cycle DB""[tw]"	0
bgee.stage	Bgee stage	"""Bgee stage""[tw]"	0
taxrank	Taxonomic rank vocabulary	"""Taxonomic rank vocabulary""[tw] OR ""Taxonomic rank vocabulary (TAXRANK)""[tw]"	0
bibframe	Bibliographic Framework Initiative Vocabulary	"""Bibliographic Framework Initiative Vocabulary""[tw]"	0
tao	Teleost Anatomy Ontology	"""Teleost Anatomy Ontology""[tw] OR ""Teleost Anatomy Ontology (TAO)""[tw]"	0
tair.protein	TAIR Protein	"""TAIR Protein""[tw]"	0
bibo	The Bibliographic Ontology	"""The Bibliographic Ontology""[tw] OR ""The Bibliographic Ontology (bibo)""[tw]"	0
tair.gene	TAIR Gene	"""TAIR Gene""[tw]"	0
tahh	Terminology of Anatomy of Human Histology	"""Terminology of Anatomy of Human Histology""[tw] OR ""Terminology of Anatomy of Human Histology (TAHH)""[tw]"	0
beetlebase	Tribolium Genome Database -- Insertion	"""Tribolium Genome Database -- Insertion""[tw]"	0
bdgp.est	Berkeley Drosophila Genome Project EST database	"""Berkeley Drosophila Genome Project EST database""[tw]"	0
splash	Spectra Hash Code	"""Spectra Hash Code""[tw]"	0
tigrfam	TIGR protein families	"""TIGR protein families""[tw]"	0
bams	Brain Architecture Knowledge Management System Neuroanatomical Ontology	"""Brain Architecture Knowledge Management System Neuroanatomical Ontology""[tw]"	0
bartoc	Basic Register of Thesauri, Ontologies & Classifications	"""Basic Register of Thesauri, Ontologies & Classifications""[tw]"	0
bbkg	Blue Brain Project Knowledge Graph	"""Blue Brain Project Knowledge Graph""[tw]"	0
transyt	Transport Systems Tracker	"""Transport Systems Tracker""[tw]"	0
bbtp	Blue Brain Project Topological sampling Knowledge Graph	"""Blue Brain Project Topological sampling Knowledge Graph""[tw]"	0
trans	Pathogen Transmission Ontology	"""Pathogen Transmission Ontology""[tw] OR ""Pathogen Transmission Ontology (TRANS)""[tw]"	0
